# qgr(1)-max
0.00,25,3,9,0.89,0.74,0.81,0.58
0.01,25,3,9,0.89,0.74,0.81,0.58
0.02,25,3,9,0.89,0.74,0.81,0.58
0.03,25,3,9,0.89,0.74,0.81,0.58
0.04,25,3,9,0.89,0.74,0.81,0.58
0.05,25,3,9,0.89,0.74,0.81,0.58
0.06,25,3,9,0.89,0.74,0.81,0.58
0.07,25,3,9,0.89,0.74,0.81,0.58
0.08,25,3,9,0.89,0.74,0.81,0.58
0.09,25,3,9,0.89,0.74,0.81,0.58
0.10,25,3,9,0.89,0.74,0.81,0.58
0.11,25,3,9,0.89,0.74,0.81,0.58
0.12,25,3,9,0.89,0.74,0.81,0.58
0.13,25,3,9,0.89,0.74,0.81,0.58
0.14,25,3,9,0.89,0.74,0.81,0.58
0.15,25,3,9,0.89,0.74,0.81,0.58
0.16,25,3,9,0.89,0.74,0.81,0.58
0.17,25,3,9,0.89,0.74,0.81,0.58
0.18,25,3,9,0.89,0.74,0.81,0.58
0.19,25,3,9,0.89,0.74,0.81,0.58
0.20,25,3,9,0.89,0.74,0.81,0.58
0.21,25,3,9,0.89,0.74,0.81,0.58
0.22,25,3,9,0.89,0.74,0.81,0.58
0.23,26,3,8,0.90,0.76,0.83,0.60
0.24,26,3,8,0.90,0.76,0.83,0.60
0.25,26,4,8,0.87,0.76,0.81,0.59
0.26,26,4,8,0.87,0.76,0.81,0.59
0.27,26,5,8,0.84,0.76,0.80,0.59
0.28,26,5,8,0.84,0.76,0.80,0.59
0.29,26,5,8,0.84,0.76,0.80,0.59
0.30,26,5,8,0.84,0.76,0.80,0.59
0.31,26,6,8,0.81,0.76,0.79,0.58
0.32,26,7,8,0.79,0.76,0.78,0.58
0.33,27,11,7,0.71,0.79,0.75,0.58
0.34,27,11,7,0.71,0.79,0.75,0.58
0.35,27,12,7,0.69,0.79,0.74,0.57
0.36,27,14,7,0.66,0.79,0.72,0.57
0.37,27,14,7,0.66,0.79,0.72,0.57
0.38,28,30,6,0.48,0.82,0.61,0.53
0.39,28,31,6,0.47,0.82,0.60,0.52
0.40,28,39,6,0.42,0.82,0.55,0.50
0.41,28,41,6,0.41,0.82,0.54,0.49
0.42,28,48,6,0.37,0.82,0.51,0.47
0.43,28,62,6,0.31,0.82,0.45,0.44
0.44,28,108,6,0.21,0.82,0.33,0.35
0.45,28,120,6,0.19,0.82,0.31,0.34
0.46,29,122,5,0.19,0.85,0.31,0.34
0.47,30,135,4,0.18,0.88,0.30,0.34
0.48,30,136,4,0.18,0.88,0.30,0.34
0.49,30,136,4,0.18,0.88,0.30,0.34
0.50,32,245,2,0.12,0.94,0.21,0.25
0.51,32,245,2,0.12,0.94,0.21,0.25
0.52,32,254,2,0.11,0.94,0.20,0.25
0.53,32,294,2,0.10,0.94,0.18,0.22
0.54,32,310,2,0.09,0.94,0.17,0.22
0.55,32,343,2,0.09,0.94,0.16,0.20
0.56,32,383,2,0.08,0.94,0.14,0.19
0.57,32,418,2,0.07,0.94,0.13,0.17
0.58,32,459,2,0.07,0.94,0.12,0.16
0.59,32,471,2,0.06,0.94,0.12,0.16
0.60,32,546,2,0.06,0.94,0.10,0.14
0.61,32,559,2,0.05,0.94,0.10,0.14
0.62,32,570,2,0.05,0.94,0.10,0.14
0.63,32,589,2,0.05,0.94,0.10,0.13
0.64,32,627,2,0.05,0.94,0.09,0.13
0.65,32,661,2,0.05,0.94,0.09,0.12
0.66,32,661,2,0.05,0.94,0.09,0.12
0.67,32,718,2,0.04,0.94,0.08,0.11
0.68,32,723,2,0.04,0.94,0.08,0.11
0.69,32,735,2,0.04,0.94,0.08,0.11
