e1,e2,lcs,cls,nw,anw,sw,lv,ap,slv,me,ja,jw,isub,req,sub,qgr
"taaable:Rice_cake","category:Rice","","-",-5.0,-5.0,8.0,-5.0,15.0,0.5555555555555556,0.0,0.18518518518518512,0.11111111111111105,0.23076923076923073,1.0,0.2333333333333334,0.5
"taaable:Rice_cake","dbpedia:Rice,_CA","","-",-3.0,-3.0,13.0,-3.0,16.0,0.33333333333333326,0.5,0.11574074074074081,0.06944444444444453,0.6225251076040172,1.0,0.5219354838709678,0.7333333333333334
"taaable:Rice_cake","dbpedia:Rice_car","","-",-2.0,-2.0,14.0,-2.0,16.0,0.2222222222222222,0.125,0.11574074074074081,0.06944444444444453,0.1440502918724742,1.0,0.16807692307692312,0.41666666666666663
"taaable:Rice_cake","dbpedia:Rice_cat","","-",-2.0,-2.0,14.0,-2.0,16.0,0.2222222222222222,0.125,0.11574074074074081,0.06944444444444453,0.1440502918724742,1.0,0.16807692307692312,0.41666666666666663
"taaable:Rice_cake","dbpedia:Rice_AAF","","-",-3.0,-3.0,11.0,-3.0,15.0,0.33333333333333326,0.32499999999999996,0.19444444444444453,0.1166666666666667,0.4406072106261859,1.0,0.5219354838709678,0.6428571428571428
"taaable:Rice_cake","dbpedia:Rice","","-",-5.0,-5.0,8.0,-5.0,15.0,0.5555555555555556,0.0,0.18518518518518512,0.11111111111111105,0.23076923076923073,1.0,0.2333333333333334,0.5
"taaable:Rice_cake","dbpedia:Rice_cup","","-",-3.0,-3.0,12.0,-3.0,15.0,0.33333333333333326,0.17500000000000004,0.19444444444444453,0.1166666666666667,0.2806372549019607,1.0,0.33043478260869574,0.5384615384615384
"taaable:Rice_cake","category:Rift_lakes","","-",-4.0,-4.0,9.0,-4.0,18.0,0.4,0.5333333333333333,0.24444444444444446,0.1955555555555556,1.0334795321637427,1.0,0.9562435500515996,0.7647058823529411
"taaable:Rice_cake","dbpedia:Ricercar","","-",-3.0,-3.0,11.0,-3.0,19.0,0.33333333333333326,0.32499999999999996,0.19444444444444453,0.1166666666666667,0.6225251076040172,1.0,0.5777777777777777,0.6428571428571428
"taaable:Rice_cake","dbpedia:Rice_rat","","-",-3.0,-3.0,11.0,-3.0,18.0,0.33333333333333326,0.32499999999999996,0.19444444444444453,0.1166666666666667,0.4406072106261859,1.0,0.5219354838709678,0.6428571428571428
"taaable:Rice_cake","dbpedia:White_cane","","-",-4.0,-4.0,10.0,-4.0,18.0,0.4,0.4666666666666667,0.29999999999999993,0.29999999999999993,0.937799043062201,1.0,1.0,0.7647058823529411
"taaable:Halibut","category:Halides","","-",-3.0,-3.0,8.0,-3.0,11.0,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.17142857142857137,0.4684104627766599,1.0,0.4684104627766599,0.6666666666666667
"taaable:Salsa","dbpedia:Kasa","","-",-2.0,-2.0,5.0,-2.0,11.0,0.4,0.5,0.32777777777777783,0.32777777777777783,2.0,1.0,1.0,0.7777777777777778
"taaable:Salsa","category:Sales","","-",-2.0,-2.0,7.0,-2.0,9.0,0.4,0.4,0.1333333333333333,0.09333333333333327,0.46691588785046734,1.0,0.46691588785046734,0.6666666666666667
"taaable:Salsa","category:Somalia","","-",-3.0,-3.0,5.0,-3.0,12.0,0.4285714285714286,0.52,0.20952380952380956,0.1885714285714286,1.9,1.0,1.0,0.7272727272727273
"taaable:Salsa","dbpedia:Kalusha","","-",-3.0,-3.0,6.0,-3.0,12.0,0.4285714285714286,0.6,0.20952380952380956,0.20952380952380956,2.0,1.0,1.0,0.8333333333333334
"taaable:Cream_of_chicken_soup","dbpedia:Cream_of_Rice","","-",-9.0,-9.0,21.0,-9.0,34.0,0.4285714285714286,0.27692307692307694,0.19627594627594636,0.11776556776556779,0.4818541880592636,1.0,0.5569815988866553,0.6153846153846154
"taaable:Salsa","dbpedia:Kalosha","","-",-3.0,-3.0,6.0,-3.0,12.0,0.4285714285714286,0.6,0.20952380952380956,0.20952380952380956,2.0,1.0,1.0,0.8333333333333334
"taaable:Salsa","category:Samoa","","-",-2.0,-2.0,4.0,-2.0,10.0,0.4,0.6,0.2666666666666666,0.21333333333333326,1.8,1.0,1.0,0.6666666666666667
"taaable:Salsa","dbpedia:Kassa","","-",-2.0,-2.0,5.0,-2.0,12.0,0.4,0.52,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.8
"taaable:Salsa","category:Salts","","-",-2.0,-2.0,7.0,-2.0,9.0,0.4,0.4,0.1333333333333333,0.09333333333333327,0.46691588785046734,1.0,0.46691588785046734,0.6666666666666667
"taaable:Salsa","category:Satna","","-",-2.0,-2.0,4.0,-2.0,10.0,0.4,0.6,0.2666666666666666,0.21333333333333326,1.8,1.0,1.0,0.6666666666666667
"taaable:Asian_spice_mix","category:Asian_cinema","","-",-6.0,-6.0,14.0,-6.0,30.0,0.4,0.4666666666666667,0.20000000000000007,0.12,0.6594202898550724,1.0,0.7109022556390977,0.7391304347826086
"taaable:Gelatin_dessert_mix","category:German_desserts","","-",-8.0,-8.0,20.0,-8.0,34.0,0.42105263157894735,0.29333333333333333,0.18947368421052635,0.15157894736842104,0.6140002794466956,1.0,0.6413340623291416,0.6
"taaable:Cream_of_chicken_soup","dbpedia:Cream_of_the_crop","","-",-8.0,-8.0,20.0,-8.0,42.0,0.38095238095238093,0.4117647058823529,0.1788982259570494,0.10733893557422969,0.6115380873625839,1.0,0.6688253012048193,0.6206896551724138
"taaable:Scone","dbpedia:Con","","-",-2.0,-2.0,6.0,-2.0,7.0,0.4,0.0,0.1333333333333333,0.1333333333333333,2.0,1.0,0.25,0.8888888888888888
"taaable:Olive","category:Love","","-",-2.0,-2.0,5.0,-2.0,11.0,0.4,0.09999999999999998,0.15000000000000002,0.15000000000000002,2.0,1.0,1.0,0.7777777777777778
"taaable:Olive","category:Life","","-",-2.0,-2.0,5.0,-2.0,8.0,0.4,0.4,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.9
"taaable:Scone","category:Rhone","","-",-2.0,-2.0,6.0,-2.0,9.0,0.4,0.4,0.2666666666666666,0.2666666666666666,0.5869158878504673,1.0,0.5869158878504673,0.6666666666666667
"taaable:Scone","category:Science","","-",-3.0,-3.0,5.0,-3.0,14.0,0.4285714285714286,0.48,0.2928571428571428,0.2342857142857142,1.8,1.0,1.0,0.7272727272727273
"taaable:Olive","category:Bolivia","","-",-3.0,-3.0,8.0,-3.0,11.0,0.4285714285714286,0.07999999999999996,0.20952380952380956,0.20952380952380956,0.7547770700636942,1.0,0.43822843822843827,0.8333333333333334
"taaable:Scone","category:Stone","","-",-1.0,-1.0,7.0,-1.0,10.0,0.19999999999999996,0.31999999999999995,0.1333333333333333,0.12,0.5469158878504673,1.0,0.5469158878504673,0.5
"taaable:Scone","dbpedia:Corne","","-",-2.0,-2.0,7.0,-2.0,9.0,0.4,0.6,0.1333333333333333,0.1333333333333333,2.0,1.0,1.0,0.8
"taaable:Scone","dbpedia:Conr","","-",-2.0,-2.0,6.0,-2.0,7.0,0.4,0.25,0.21666666666666667,0.21666666666666667,2.0,1.0,0.4552845528455285,0.9
"taaable:Scone","category:Sony","","-",-2.0,-2.0,5.0,-2.0,8.0,0.4,0.5,0.21666666666666667,0.19500000000000006,1.9,1.0,1.0,0.7777777777777778
"taaable:Rose_water","dbpedia:Barley_water","","-",-5.0,-5.0,13.0,-5.0,24.0,0.41666666666666674,0.4,0.26111111111111107,0.26111111111111107,0.6818181818181819,1.0,0.7696629213483146,0.6666666666666667
"taaable:Rose_water","dbpedia:Roller_Coaster","","-",-6.0,-6.0,10.0,-6.0,27.0,0.4285714285714286,0.7,0.2928571428571428,0.2342857142857142,1.164516129032258,1.0,1.0,0.75
"taaable:Rose_water","dbpedia:Roller_coaster","","-",-6.0,-6.0,10.0,-6.0,27.0,0.4285714285714286,0.7,0.2928571428571428,0.2342857142857142,1.164516129032258,1.0,1.0,0.75
"taaable:Arrowroot","dbpedia:Arrowbio","","-",-3.0,-3.0,10.0,-3.0,16.0,0.33333333333333326,0.25,0.19444444444444453,0.1166666666666667,0.4406072106261859,1.0,0.4406072106261859,0.6153846153846154
"taaable:Cream_cheese","dbpedia:Cream_rinse","","-",-4.0,-4.0,12.0,-4.0,23.0,0.33333333333333326,0.4181818181818182,0.24368686868686862,0.14621212121212113,0.542058562555457,1.0,0.6142857142857143,0.5294117647058824
"taaable:Cream_cheese","dbpedia:Cream_Pie","","-",-5.0,-5.0,12.0,-5.0,21.0,0.41666666666666674,0.33333333333333337,0.2129629629629629,0.12777777777777777,0.4494505494505494,1.0,0.5149797570850203,0.5625
"taaable:Wheat_flour","dbpedia:Wheat_Bowl","","-",-4.0,-4.0,12.0,-4.0,21.0,0.36363636363636365,0.4,0.19924242424242422,0.11954545454545451,0.4663478780633592,1.0,0.5342105263157895,0.6470588235294117
"taaable:Cream_cheese","dbpedia:Cream_slice","","-",-5.0,-5.0,12.0,-5.0,26.0,0.41666666666666674,0.4545454545454546,0.1809764309764309,0.10858585858585856,0.542058562555457,1.0,0.6142857142857143,0.6111111111111112
"taaable:Wheat_flour","dbpedia:Wheat_Row","","-",-4.0,-4.0,12.0,-4.0,19.0,0.36363636363636365,0.2666666666666667,0.16961279461279466,0.10176767676767684,0.417304964539007,1.0,0.4809523809523809,0.625
"taaable:Wheat_flour","dbpedia:Whole_wheat_flour","","-",-6.0,-6.0,22.0,-6.0,30.0,0.3529411764705883,0.0,1.0,0.8,0.2761904761904761,1.0,0.15999999999999992,0.33333333333333337
"taaable:Wheat_flour","dbpedia:Wheat_Ale","","-",-4.0,-4.0,13.0,-4.0,19.0,0.36363636363636365,0.2222222222222222,0.19528619528619517,0.11717171717171704,0.417304964539007,1.0,0.4809523809523809,0.625
"taaable:Wheat_flour","dbpedia:Wheat_lamp","","-",-4.0,-4.0,13.0,-4.0,18.0,0.36363636363636365,0.33999999999999997,0.2212121212121212,0.1327272727272727,0.4663478780633592,1.0,0.5342105263157895,0.6470588235294117
"taaable:Cream_cheese","dbpedia:Cream_pie","","-",-5.0,-5.0,12.0,-5.0,21.0,0.41666666666666674,0.33333333333333337,0.2129629629629629,0.12777777777777777,0.4494505494505494,1.0,0.5149797570850203,0.5625
"taaable:Cream_cheese","dbpedia:Cream_fresh","","-",-4.0,-4.0,13.0,-4.0,24.0,0.33333333333333326,0.4545454545454546,0.1809764309764309,0.10858585858585856,0.542058562555457,1.0,0.6142857142857143,0.5882352941176471
"taaable:Wheat_flour","dbpedia:Wheat_Beer","","-",-4.0,-4.0,12.0,-4.0,22.0,0.36363636363636365,0.33999999999999997,0.2212121212121212,0.1327272727272727,0.4663478780633592,1.0,0.5342105263157895,0.5625
"taaable:Wheat_flour","dbpedia:Buckwheat_flour","","-",-4.0,-4.0,22.0,-4.0,27.0,0.2666666666666666,0.0,0.0888888888888889,0.0888888888888889,0.27076923076923076,1.0,0.16666666666666663,0.4444444444444444
"taaable:Wheat_flour","dbpedia:Wheat_fly","","-",-3.0,-3.0,16.0,-3.0,18.0,0.2727272727272727,0.11111111111111116,0.12794612794612803,0.07676767676767682,0.16087193460490468,1.0,0.18300220750551877,0.4285714285714286
"taaable:Wheat_flour","dbpedia:Wheat_pool","","-",-4.0,-4.0,12.0,-4.0,19.0,0.36363636363636365,0.33999999999999997,0.19924242424242422,0.11954545454545451,0.4663478780633592,1.0,0.5342105263157895,0.6470588235294117
"taaable:Wheat_flour","dbpedia:Wheat_Pool","","-",-4.0,-4.0,12.0,-4.0,19.0,0.36363636363636365,0.33999999999999997,0.19924242424242422,0.11954545454545451,0.4663478780633592,1.0,0.5342105263157895,0.6470588235294117
"taaable:Wheat_flour","dbpedia:Wheat_ale","","-",-4.0,-4.0,13.0,-4.0,19.0,0.36363636363636365,0.2222222222222222,0.19528619528619517,0.11717171717171704,0.417304964539007,1.0,0.4809523809523809,0.625
"taaable:Wheat_flour","dbpedia:Wheat_beer","","-",-4.0,-4.0,12.0,-4.0,22.0,0.36363636363636365,0.33999999999999997,0.2212121212121212,0.1327272727272727,0.4663478780633592,1.0,0.5342105263157895,0.5625
"taaable:Light_miso","category:Lighting","","-",-4.0,-4.0,10.0,-4.0,16.0,0.4,0.375,0.21666666666666667,0.13,0.4809523809523809,1.0,0.4406072106261859,0.6666666666666667
"taaable:Light_miso","category:Nightwish","","-",-4.0,-4.0,10.0,-4.0,18.0,0.4,0.5111111111111111,0.24444444444444446,0.24444444444444446,0.937799043062201,1.0,0.890676198987191,0.7647058823529411
"taaable:Orgeat","dbpedia:Cornett","","-",-3.0,-3.0,6.0,-3.0,14.0,0.4285714285714286,0.5333333333333333,0.25396825396825395,0.25396825396825395,2.0,1.0,1.0,0.9285714285714286
"taaable:Green_cabbage","category:Greek_language","","-",-5.0,-5.0,13.0,-5.0,32.0,0.3571428571428572,0.6307692307692307,0.23882783882783887,0.1432967032967033,0.5475095785440613,1.0,0.4839413489736071,0.6818181818181819
"taaable:Orgeat","dbpedia:Corneal","","-",-3.0,-3.0,7.0,-3.0,12.0,0.4285714285714286,0.43333333333333335,0.25396825396825395,0.25396825396825395,2.0,1.0,1.0,0.9285714285714286
"taaable:Orgeat","category:Forgery","","-",-3.0,-3.0,8.0,-3.0,13.0,0.4285714285714286,0.33333333333333337,0.25396825396825395,0.25396825396825395,0.8509615384615384,1.0,0.5531547104580812,0.8461538461538461
"taaable:Macaroni","category:Macedonia","","-",-3.0,-3.0,10.0,-3.0,16.0,0.33333333333333326,0.25,1.0,0.7,0.31004901960784303,1.0,0.31004901960784303,0.6428571428571428
"taaable:Tournedo","dbpedia:Corneto","","-",-3.0,-3.0,8.0,-3.0,17.0,0.375,0.2571428571428571,0.22023809523809523,0.22023809523809523,0.981679389312977,1.0,0.981679389312977,0.7857142857142857
"taaable:Tournedo","dbpedia:Cornedo","","-",-2.0,-2.0,11.0,-2.0,16.0,0.25,0.19999999999999996,0.13095238095238093,0.13095238095238093,0.46376811594202905,1.0,0.46376811594202905,0.5833333333333333
"taaable:Tournedo","dbpedia:Cornejo","","-",-3.0,-3.0,8.0,-3.0,14.0,0.375,0.4285714285714286,0.22023809523809523,0.22023809523809523,0.981679389312977,1.0,0.981679389312977,0.7857142857142857
"taaable:Baked_good","category:Baked_goods","","-",-1.0,-1.0,20.0,-1.0,21.0,0.09090909090909094,0.0,0.030303030303030276,0.018181818181818188,0.02857142857142858,1.0,0.03157894736842104,0.23076923076923073
"taaable:Cookies","category:Hobbies","","-",-3.0,-3.0,6.0,-3.0,13.0,0.4285714285714286,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.9238514789175583,1.0,0.9238514789175583,0.7692307692307692
"taaable:Cookies","dbpedia:Cornices","","-",-3.0,-3.0,7.0,-3.0,18.0,0.375,0.7142857142857143,0.22023809523809523,0.17619047619047623,1.8,1.0,1.0,0.6923076923076923
"taaable:Cookies","category:Comics","","-",-3.0,-3.0,5.0,-3.0,16.0,0.4285714285714286,0.6666666666666667,0.25396825396825395,0.20317460317460312,1.8,1.0,1.0,0.75
"taaable:Cookies","dbpedia:Cornis","","-",-3.0,-3.0,5.0,-3.0,14.0,0.4285714285714286,0.6666666666666667,0.25396825396825395,0.20317460317460312,1.8,1.0,1.0,0.75
"taaable:Cookies","category:Cakes","","-",-3.0,-3.0,5.0,-3.0,12.0,0.4285714285714286,0.48,0.20952380952380956,0.1885714285714286,1.9,1.0,1.0,0.7272727272727273
"taaable:Cookies","category:Books","","-",-3.0,-3.0,6.0,-3.0,14.0,0.4285714285714286,0.4,0.20952380952380956,0.20952380952380956,0.7547770700636942,1.0,0.7547770700636942,0.7272727272727273
"taaable:Cookies","category:Coins","","-",-3.0,-3.0,5.0,-3.0,12.0,0.4285714285714286,0.48,0.20952380952380956,0.16761904761904767,1.8,1.0,1.0,0.7272727272727273
"taaable:Cookies","category:Cooking","","-",-2.0,-2.0,10.0,-2.0,13.0,0.2857142857142857,0.2857142857142857,0.19047619047619035,0.11428571428571421,0.2739926739926739,1.0,0.2739926739926739,0.5454545454545454
"taaable:Cookies","category:Counties","","-",-3.0,-3.0,7.0,-3.0,15.0,0.375,0.5714285714285714,0.22023809523809523,0.17619047619047623,0.861679389312977,1.0,0.861679389312977,0.5833333333333333
"taaable:Cookies","dbpedia:Cornier","","-",-3.0,-3.0,6.0,-3.0,12.0,0.4285714285714286,0.6,0.2857142857142857,0.22857142857142854,1.8,1.0,1.0,0.7692307692307692
"taaable:Cookies","dbpedia:Cornes","","-",-3.0,-3.0,5.0,-3.0,13.0,0.4285714285714286,0.6666666666666667,0.25396825396825395,0.20317460317460312,1.8,1.0,1.0,0.6363636363636364
"taaable:Cookies","category:Economies","","-",-3.0,-3.0,10.0,-3.0,17.0,0.33333333333333326,0.5142857142857142,0.15873015873015872,0.15873015873015872,1.029040404040404,1.0,1.0,0.8
"taaable:Cookies","category:Cities","","-",-3.0,-3.0,6.0,-3.0,13.0,0.4285714285714286,0.5,0.25396825396825395,0.22857142857142854,0.7971153846153846,1.0,0.7971153846153846,0.6363636363636364
"taaable:Sour_cream","category:Sources","","-",-4.0,-4.0,10.0,-4.0,17.0,0.4,0.4285714285714286,0.18095238095238086,0.10857142857142854,0.6006659267480576,1.0,0.37594339622641504,0.7333333333333334
"taaable:Table_salt","dbpedia:Barley_malt","","-",-4.0,-4.0,11.0,-4.0,23.0,0.36363636363636365,0.6599999999999999,0.19924242424242422,0.19924242424242422,1.2406015037593985,1.0,1.0,0.7894736842105263
"taaable:Molasse","category:Glass","","-",-3.0,-3.0,8.0,-3.0,11.0,0.4285714285714286,0.19999999999999996,0.20952380952380956,0.20952380952380956,0.43822843822843827,1.0,0.43822843822843827,0.7272727272727273
"taaable:Light_butter","category:Light_sources","","-",-5.0,-5.0,12.0,-5.0,23.0,0.3846153846153846,0.4666666666666667,0.222934472934473,0.13376068376068373,0.6086101694915254,1.0,0.6833927298645759,0.7142857142857143
"taaable:Molasse","category:Mass","","-",-3.0,-3.0,6.0,-3.0,11.0,0.4285714285714286,0.25,0.1428571428571429,0.12857142857142856,0.5730253353204173,1.0,0.5730253353204173,0.7
"taaable:Sweet_cherry","category:Sweeteners","","-",-5.0,-5.0,11.0,-5.0,21.0,0.41666666666666674,0.5,0.23888888888888893,0.1433333333333333,0.6454545454545455,1.0,0.6142857142857143,0.6666666666666667
"taaable:Sweet_cherry","category:Sweet_pies","","-",-5.0,-5.0,12.0,-5.0,20.0,0.41666666666666674,0.4,0.23888888888888893,0.1433333333333333,0.5,1.0,0.5696629213483146,0.6666666666666667
"taaable:Sweet_cherry","dbpedia:White_cherry","","-",-4.0,-4.0,15.0,-4.0,24.0,0.33333333333333326,0.41666666666666663,0.1777777777777777,0.1777777777777777,0.617631296891747,1.0,0.6890670305304452,0.631578947368421
"taaable:Black_cherry","dbpedia:White_cherry","","-",-5.0,-5.0,14.0,-5.0,24.0,0.41666666666666674,0.41666666666666663,0.373015873015873,0.373015873015873,0.617631296891747,1.0,0.6890670305304452,0.631578947368421
"taaable:Black_cherry","category:Black_Sea","","-",-5.0,-5.0,12.0,-5.0,19.0,0.41666666666666674,0.33333333333333337,0.2129629629629629,0.12777777777777777,0.4494505494505494,1.0,0.5149797570850203,0.6470588235294117
"taaable:Onion_powder","dbpedia:Popcorn_popper","","-",-6.0,-6.0,11.0,-6.0,31.0,0.4285714285714286,0.6,0.37896825396825395,0.37896825396825395,1.1873571972581873,1.0,1.0,0.7727272727272727
"taaable:Onion_powder","category:Human_power","","-",-5.0,-5.0,13.0,-5.0,26.0,0.41666666666666674,0.38181818181818183,0.3077200577200577,0.3077200577200577,0.909479686386315,1.0,1.0,0.6842105263157895
"taaable:Cassis_liqueur","category:Japanese_liqueurs","","-",-7.0,-7.0,17.0,-7.0,30.0,0.4117647058823529,0.3857142857142857,0.29915966386554615,0.29915966386554615,0.7381082558775287,1.0,0.8038655831320008,0.7307692307692308
"taaable:Cassis_liqueur","category:Canis_lupus","","-",-6.0,-6.0,11.0,-6.0,23.0,0.4285714285714286,0.509090909090909,0.2907647907647908,0.2326118326118326,1.0182547425474255,1.0,1.0,0.7727272727272727
"taaable:Panettone","category:Palestine","","-",-3.0,-3.0,9.0,-3.0,19.0,0.33333333333333326,0.4,0.22222222222222232,0.1777777777777778,1.8,1.0,1.0,0.7333333333333334
"taaable:Cassis_liqueur","category:Fruit_liqueurs","","-",-6.0,-6.0,17.0,-6.0,27.0,0.4285714285714286,0.4,1.0,1.0,0.6398390342052314,1.0,0.7025023169601483,0.6956521739130435
"taaable:TestFood","category:Fast_food","","-",-3.0,-3.0,11.0,-3.0,19.0,0.33333333333333326,0.5,0.25,0.25,1.085655314757482,1.0,0.3306451612903226,0.7333333333333334
"taaable:Herb","category:Herbs","","-",-1.0,-1.0,8.0,-1.0,8.0,0.19999999999999996,0.0,0.06666666666666676,0.040000000000000036,0.06666666666666665,1.0,0.07777777777777783,0.4285714285714286
"taaable:Spring_water","dbpedia:Barley_water","","-",-5.0,-5.0,12.0,-5.0,23.0,0.41666666666666674,0.5,0.373015873015873,0.373015873015873,0.7777777777777778,1.0,0.8697788697788698,0.7
"taaable:TestFood","category:Seafood","","-",-3.0,-3.0,8.0,-3.0,15.0,0.375,0.4285714285714286,0.1865079365079364,0.1865079365079364,0.981679389312977,1.0,0.7086021505376344,0.7857142857142857
"taaable:Bitter","category:Battles","","-",-3.0,-3.0,6.0,-3.0,11.0,0.4285714285714286,0.4,0.25396825396825395,0.22857142857142854,1.9,1.0,1.0,0.8461538461538461
"taaable:Cotechino","category:Techno","","-",-3.0,-3.0,11.0,-3.0,18.0,0.33333333333333326,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.9571428571428571,1.0,0.6767507002801121,0.6923076923076923
"taaable:Bitter","category:Winter","","-",-2.0,-2.0,7.0,-2.0,12.0,0.33333333333333326,0.43333333333333335,0.22222222222222232,0.22222222222222232,0.7777777777777778,1.0,0.7777777777777778,0.7272727272727273
"taaable:Bitter","category:Pottery","","-",-3.0,-3.0,8.0,-3.0,12.0,0.4285714285714286,0.1333333333333333,0.25396825396825395,0.25396825396825395,0.5531547104580812,1.0,0.5531547104580812,0.75
"taaable:Cotechino","category:Collecting","","-",-4.0,-4.0,9.0,-4.0,21.0,0.4,0.6222222222222222,0.2216931216931216,0.17735449735449726,1.8,1.0,1.0,0.7647058823529411
"taaable:Bitter","category:Matter","","-",-2.0,-2.0,8.0,-2.0,12.0,0.33333333333333326,0.23333333333333328,0.22222222222222232,0.22222222222222232,0.46846846846846857,1.0,0.46846846846846857,0.6
"taaable:Pennette","dbpedia:Cornette","","-",-3.0,-3.0,10.0,-3.0,17.0,0.375,0.375,0.3833333333333333,0.3833333333333333,0.5416666666666666,1.0,0.5416666666666666,0.6153846153846154
"taaable:Coconut_oil","category:Coconuts","","-",-4.0,-4.0,14.0,-4.0,20.0,0.36363636363636365,0.125,0.16287878787878796,0.09772727272727277,0.216374269005848,1.0,0.18300220750551877,0.5
"taaable:Coconut_oil","dbpedia:Corn_oil","","-",-4.0,-4.0,11.0,-4.0,21.0,0.36363636363636365,0.475,0.21049783549783552,0.16839826839826844,0.8062951496388029,1.0,0.9393338058114812,0.6
"taaable:Coconut_oil","dbpedia:Corn_Oil","","-",-4.0,-4.0,11.0,-4.0,21.0,0.36363636363636365,0.475,0.21049783549783552,0.16839826839826844,1.8,1.0,0.9393338058114812,0.7647058823529411
"taaable:Chicken_liver","dbpedia:White_fiver","","-",-5.0,-5.0,12.0,-5.0,24.0,0.3846153846153846,0.5636363636363637,0.21911421911421913,0.21911421911421913,1.1278672523182038,1.0,1.0,0.7619047619047619
"taaable:Mure","category:Eure","","-",-1.0,-1.0,6.0,-1.0,8.0,0.25,0.25,0.16666666666666663,0.16666666666666663,0.3306451612903226,1.0,0.3306451612903226,0.5714285714285714
"taaable:Mure","category:Murders","","-",-3.0,-3.0,7.0,-3.0,9.0,0.4285714285714286,0.25,0.1428571428571429,0.09999999999999998,0.4821162444113263,1.0,0.4821162444113263,0.7
"taaable:Chicken_liver","dbpedia:White_River","","-",-5.0,-5.0,12.0,-5.0,24.0,0.3846153846153846,0.4545454545454546,0.21911421911421913,0.21911421911421913,1.1278672523182038,1.0,1.0,0.7619047619047619
"taaable:Mure","category:Murder","","-",-2.0,-2.0,7.0,-2.0,9.0,0.33333333333333326,0.25,0.11111111111111116,0.07777777777777783,0.4270588235294118,1.0,0.4270588235294118,0.6666666666666667
"taaable:Chicken_liver","dbpedia:White_liner","","-",-5.0,-5.0,12.0,-5.0,25.0,0.3846153846153846,0.5636363636363637,0.23724423724423727,0.23724423724423727,1.3238880918220948,1.0,1.0,0.7619047619047619
"taaable:Barley","dbpedia:Barkley_2","","-",-3.0,-3.0,11.0,-3.0,13.0,0.33333333333333326,0.5,0.11111111111111116,0.07777777777777783,0.1399999999999999,1.0,0.09999999999999998,0.5833333333333333
"taaable:Barley","dbpedia:Barfly","","-",-2.0,-2.0,8.0,-2.0,13.0,0.33333333333333326,0.5,0.11111111111111105,0.07777777777777772,0.6277777777777778,1.0,0.6277777777777778,0.6
"taaable:Barley","dbpedia:Burley","","-",-1.0,-1.0,9.0,-1.0,12.0,0.16666666666666663,0.06666666666666665,0.11111111111111105,0.09999999999999998,0.43513513513513524,1.0,0.43513513513513524,0.4444444444444444
"taaable:Barley","dbpedia:Barel","","-",-2.0,-2.0,7.0,-2.0,10.0,0.33333333333333326,0.4,0.12222222222222212,0.0855555555555555,0.5454545454545454,1.0,0.5454545454545454,0.7
"taaable:Barley","dbpedia:Bareilly","","-",-3.0,-3.0,7.0,-3.0,15.0,0.375,0.5,0.13888888888888884,0.09722222222222221,0.7378378378378379,1.0,0.7378378378378379,0.6666666666666667
"taaable:Barley","dbpedia:Barfle","","-",-2.0,-2.0,9.0,-2.0,11.0,0.33333333333333326,0.5,0.11111111111111105,0.07777777777777772,0.6277777777777778,1.0,0.6277777777777778,0.6
"taaable:Barley","dbpedia:Bralevy","","-",-3.0,-3.0,7.0,-3.0,13.0,0.4285714285714286,0.6666666666666667,0.10317460317460314,0.09285714285714286,1.9,1.0,1.0,0.75
"taaable:Barley","dbpedia:Barlby","","-",-1.0,-1.0,9.0,-1.0,15.0,0.16666666666666663,0.2666666666666667,0.11111111111111105,0.06666666666666665,0.33513513513513526,1.0,0.33513513513513526,0.4444444444444444
"taaable:Barley","dbpedia:Barlen","","-",-1.0,-1.0,10.0,-1.0,10.0,0.16666666666666663,0.16666666666666663,0.11111111111111105,0.06666666666666665,0.1384615384615384,1.0,0.1384615384615384,0.4444444444444444
"taaable:Barley","dbpedia:Barrey","","-",-1.0,-1.0,9.0,-1.0,13.0,0.16666666666666663,0.06666666666666665,0.11111111111111105,0.07777777777777772,0.6277777777777778,1.0,0.6277777777777778,0.4444444444444444
"taaable:Barley","dbpedia:Barkey","","-",-1.0,-1.0,9.0,-1.0,12.0,0.16666666666666663,0.2666666666666667,0.11111111111111105,0.07777777777777772,0.6277777777777778,1.0,0.6277777777777778,0.4444444444444444
"taaable:Barley","dbpedia:Bartley","","-",-1.0,-1.0,11.0,-1.0,13.0,0.1428571428571428,0.5,0.04761904761904756,0.033333333333333326,0.053846153846153766,1.0,0.053846153846153766,0.33333333333333337
"taaable:Barley","dbpedia:Badley","","-",-1.0,-1.0,9.0,-1.0,12.0,0.16666666666666663,0.2666666666666667,0.11111111111111105,0.0888888888888888,0.6777777777777778,1.0,0.6777777777777778,0.4444444444444444
"taaable:Barley","dbpedia:Bayerl","","-",-4.0,-4.0,6.0,-4.0,10.0,0.6666666666666666,0.5666666666666667,0.11111111111111116,0.0888888888888889,1.8,1.0,1.0,0.7272727272727273
"taaable:Barley","dbpedia:Briley","","-",-2.0,-2.0,8.0,-2.0,12.0,0.33333333333333326,0.5,0.11111111111111105,0.09999999999999998,0.7277777777777779,1.0,0.7277777777777779,0.6
