e1,e2,lcs,cls,nw,anw,sw,lv,ap,slv,me,ja,jw,isub,req,sub,qgr
"taaable:Basmati_rice","dbpedia:Basmati","","+",-5.0,-5.0,14.0,-5.0,20.0,0.41666666666666674,0.0,0.13888888888888884,0.08333333333333326,0.1578947368421053,1.0,0.1333333333333333,0.5
"taaable:Millet","category:Millets","","+",-1.0,-1.0,12.0,-1.0,13.0,0.1428571428571428,0.0,0.04761904761904756,0.02857142857142858,0.0461538461538461,1.0,0.0461538461538461,0.33333333333333337
"taaable:Rolled_oat","dbpedia:Rolled_oats","","+",-1.0,-1.0,20.0,-1.0,22.0,0.09090909090909094,0.0,0.030303030303030276,0.018181818181818188,0.02857142857142858,1.0,0.03157894736842104,0.23076923076923073
"taaable:Arborio","dbpedia:Arborio_rice","","+",-5.0,-5.0,14.0,-5.0,18.0,0.41666666666666674,0.0,0.13888888888888884,0.08333333333333326,0.1578947368421053,1.0,0.1333333333333333,0.46153846153846156
"taaable:Grain","category:Grains","","+",-1.0,-1.0,10.0,-1.0,10.0,0.16666666666666663,0.0,0.05555555555555547,0.033333333333333326,0.054545454545454564,1.0,0.054545454545454564,0.375
"taaable:Oat","category:Oats","","+",-1.0,-1.0,6.0,-1.0,6.0,0.25,0.0,0.08333333333333337,0.05833333333333335,0.09999999999999998,1.0,0.11428571428571432,0.5
"taaable:Amaranth","dbpedia:Amaranth_grain","","+",-6.0,-6.0,16.0,-6.0,25.0,0.4285714285714286,0.0,0.1428571428571429,0.08571428571428574,0.16363636363636358,1.0,0.1428571428571429,0.4666666666666667
"taaable:Mandarin_orange","category:Mountain_ranges","","-",-6.0,-6.0,17.0,-6.0,32.0,0.4,0.3866666666666667,1.0,0.9,0.6657372116349047,1.0,1.0,0.7083333333333333
"taaable:Coriander","category:Georgian_era","","-",-5.0,-5.0,12.0,-5.0,19.0,0.41666666666666674,0.5111111111111111,0.2129629629629629,0.2129629629629629,1.2315270935960592,1.0,1.0,0.7894736842105263
"taaable:American_herb","category:American_awards","","-",-5.0,-5.0,18.0,-5.0,32.0,0.33333333333333326,0.3076923076923077,0.18803418803418792,0.11282051282051275,0.36188719030047434,1.0,0.3993085566119273,0.55
"taaable:American_herb","category:American_writers","","-",-5.0,-5.0,18.0,-5.0,30.0,0.3125,0.3076923076923077,0.18575174825174823,0.11145104895104896,0.3870395098578274,1.0,0.4257915947035118,0.5263157894736843
"taaable:American_herb","category:American_football","","-",-7.0,-7.0,18.0,-7.0,31.0,0.4117647058823529,0.3076923076923077,0.21417797888386125,0.12850678733031673,0.4096712619300106,1.0,0.4494505494505494,0.5909090909090908
"taaable:American_herb","category:American_directors","","-",-7.0,-7.0,18.0,-7.0,31.0,0.38888888888888884,0.23076923076923073,0.21121471121471114,0.12672882672882668,0.43018433179723503,1.0,0.4707592392144735,0.6086956521739131
"taaable:American_herb","category:American_comics","","-",-6.0,-6.0,18.0,-6.0,30.0,0.4,0.3076923076923077,0.23589743589743595,0.1415384615384616,0.36188719030047434,1.0,0.3993085566119273,0.5263157894736843
"taaable:American_herb","category:American_desserts","","-",-6.0,-6.0,19.0,-6.0,30.0,0.3529411764705883,0.27692307692307694,0.16892911010558065,0.10135746606334839,0.4096712619300106,1.0,0.4494505494505494,0.5714285714285714
"taaable:Ziti","category:Haiti","","-",-2.0,-2.0,6.0,-2.0,9.0,0.4,0.25,0.21666666666666667,0.21666666666666667,0.4552845528455285,1.0,0.4552845528455285,0.625
"taaable:American_herb","category:American_Idol","","-",-4.0,-4.0,18.0,-4.0,25.0,0.3076923076923077,0.3076923076923077,0.20512820512820518,0.12307692307692308,0.30174569208244173,1.0,0.33513513513513526,0.5
"taaable:Mandarin_orange","category:Landmarks_in_France","","-",-7.0,-7.0,18.0,-7.0,36.0,0.368421052631579,0.6133333333333333,0.22663067926225822,0.22663067926225822,0.7081179265055191,1.0,0.6139073678925568,0.7407407407407407
"taaable:American_herb","category:American_art","","-",-3.0,-3.0,18.0,-3.0,28.0,0.23076923076923084,0.19999999999999996,0.13247863247863245,0.07948717948717943,0.2650873786407767,1.0,0.29539065053939195,0.47058823529411764
"taaable:American_herb","category:American_women","","-",-5.0,-5.0,18.0,-5.0,29.0,0.3571428571428572,0.3076923076923077,0.1721611721611721,0.10329670329670326,0.33368983957219256,1.0,0.36937423312883433,0.5
"taaable:American_herb","category:American_films","","-",-5.0,-5.0,18.0,-5.0,28.0,0.3571428571428572,0.2615384615384615,0.2216117216117216,0.13296703296703294,0.33368983957219256,1.0,0.36937423312883433,0.5263157894736843
"taaable:American_herb","category:African_American","","-",-8.0,-8.0,16.0,-8.0,33.0,0.5,0.3846153846153846,0.2483974358974358,0.22355769230769218,0.6227465214761041,1.0,0.548013816925734,0.47058823529411764
"taaable:Coriander","category:Victorian_era","","-",-5.0,-5.0,14.0,-5.0,22.0,0.3846153846153846,0.28888888888888886,0.24857549857549854,0.24857549857549854,0.8445199660152931,1.0,0.8095238095238095,0.736842105263158
"taaable:American_herb","category:American_diaspora","","-",-7.0,-7.0,18.0,-7.0,32.0,0.4117647058823529,0.3076923076923077,0.21417797888386125,0.12850678733031673,0.4096712619300106,1.0,0.4494505494505494,0.5909090909090908
"taaable:Coriander","dbpedia:Corneria","","-",-5.0,-5.0,9.0,-5.0,17.0,0.5555555555555556,0.525,0.12037037037037035,0.08425925925925926,0.8915376676986584,1.0,0.8915376676986584,0.5384615384615384
"taaable:American_herb","category:American_games","","-",-5.0,-5.0,18.0,-5.0,30.0,0.3571428571428572,0.3076923076923077,0.1721611721611721,0.10329670329670326,0.33368983957219256,1.0,0.36937423312883433,0.5
"taaable:Coriander","dbpedia:Corner","","-",-3.0,-3.0,9.0,-3.0,17.0,0.33333333333333326,0.3666666666666667,0.11111111111111116,0.07777777777777783,0.777142857142857,1.0,0.777142857142857,0.5833333333333333
"taaable:American_herb","category:American_society","","-",-6.0,-6.0,18.0,-6.0,29.0,0.375,0.3076923076923077,0.20192307692307698,0.12115384615384617,0.3870395098578274,1.0,0.4257915947035118,0.5714285714285714
"taaable:Coriander","dbpedia:Corian","","-",-3.0,-3.0,12.0,-3.0,13.0,0.33333333333333326,0.0,0.11111111111111116,0.06666666666666665,0.12,1.0,0.12,0.4545454545454546
"taaable:American_herb","category:American_models","","-",-5.0,-5.0,18.0,-5.0,27.0,0.33333333333333326,0.3076923076923077,0.18803418803418792,0.11282051282051275,0.36188719030047434,1.0,0.3993085566119273,0.55
"taaable:American_herb","category:American_folklore","","-",-7.0,-7.0,18.0,-7.0,31.0,0.4117647058823529,0.2615384615384615,0.19923214040861092,0.11953928424516658,0.4096712619300106,1.0,0.4494505494505494,0.5909090909090908
"taaable:American_herb","category:American_men","","-",-3.0,-3.0,19.0,-3.0,27.0,0.23076923076923084,0.21666666666666667,0.13247863247863245,0.07948717948717943,0.2650873786407767,1.0,0.29539065053939195,0.4375
"taaable:American_herb","category:American_actors","","-",-5.0,-5.0,18.0,-5.0,30.0,0.33333333333333326,0.3076923076923077,0.18803418803418792,0.11282051282051275,0.36188719030047434,1.0,0.3993085566119273,0.55
"taaable:Coriander","dbpedia:Corine","","-",-3.0,-3.0,10.0,-3.0,16.0,0.33333333333333326,0.33333333333333337,0.11111111111111116,0.06666666666666665,0.4900840336134453,1.0,0.4900840336134453,0.6923076923076923
"taaable:American_herb","category:American_people","","-",-5.0,-5.0,19.0,-5.0,28.0,0.33333333333333326,0.27692307692307694,0.18803418803418792,0.11282051282051275,0.36188719030047434,1.0,0.3993085566119273,0.55
"taaable:Coriander","dbpedia:Cornier","","-",-3.0,-3.0,9.0,-3.0,17.0,0.33333333333333326,0.4,0.12169312169312174,0.08518518518518525,0.841540404040404,1.0,0.841540404040404,0.6153846153846154
"taaable:American_herb","category:American_music","","-",-5.0,-5.0,18.0,-5.0,27.0,0.3571428571428572,0.3076923076923077,0.2216117216117216,0.13296703296703294,0.33368983957219256,1.0,0.36937423312883433,0.5
"taaable:American_herb","category:American_architecture","","-",-9.0,-9.0,18.0,-9.0,37.0,0.4285714285714286,0.2615384615384615,0.19627594627594636,0.11776556776556779,0.4818541880592636,1.0,0.5238805970149254,0.6538461538461539
"taaable:American_herb","category:American_historians","","-",-8.0,-8.0,20.0,-8.0,35.0,0.42105263157894735,0.18461538461538463,0.19163292847503366,0.11497975708502017,0.35543478260869565,1.0,0.3870588235294118,0.5238095238095238
"taaable:American_herb","category:American_culture","","-",-6.0,-6.0,18.0,-6.0,30.0,0.375,0.2615384615384615,0.18575174825174823,0.11145104895104896,0.3870395098578274,1.0,0.4257915947035118,0.5714285714285714
"taaable:American_herb","category:American_pies","","-",-4.0,-4.0,18.0,-4.0,27.0,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.09230769230769231,0.30174569208244173,1.0,0.33513513513513526,0.5
"taaable:American_herb","category:American_architects","","-",-8.0,-8.0,18.0,-8.0,34.0,0.42105263157894735,0.2615384615384615,0.17622582096266315,0.10573549257759784,0.44889328984156573,1.0,0.4900840336134453,0.625
"taaable:American_herb","category:American_media","","-",-4.0,-4.0,19.0,-4.0,27.0,0.2857142857142857,0.27692307692307694,0.1721611721611721,0.10329670329670326,0.33368983957219256,1.0,0.36937423312883433,0.5
"taaable:American_herb","category:American_singers","","-",-5.0,-5.0,18.0,-5.0,30.0,0.3125,0.3076923076923077,0.15544871794871795,0.09326923076923077,0.3870395098578274,1.0,0.4257915947035118,0.55
"taaable:American_herb","category:African_art","","-",-5.0,-5.0,12.0,-5.0,27.0,0.3846153846153846,0.4,0.21911421911421913,0.1972027972027972,0.7221617418351478,1.0,0.8090909090909091,0.6842105263157895
"taaable:Mandarin_orange","dbpedia:Jasmine_Orange","","-",-6.0,-6.0,17.0,-6.0,33.0,0.4,0.44285714285714284,0.28152958152958163,0.28152958152958163,1.1051724137931034,1.0,0.8896844338371784,0.75
"taaable:American_herb","category:American_racehorses","","-",-8.0,-8.0,18.0,-8.0,34.0,0.42105263157894735,0.3076923076923077,0.17622582096266315,0.10573549257759784,0.44889328984156573,1.0,0.4900840336134453,0.625
"taaable:American_herb","category:American_children","","-",-6.0,-6.0,19.0,-6.0,31.0,0.3529411764705883,0.3076923076923077,0.15145801910507795,0.09087481146304677,0.4096712619300106,1.0,0.4494505494505494,0.5909090909090908
"taaable:American_herb","category:Asian_American","","-",-10.0,-10.0,16.0,-10.0,31.0,0.7142857142857143,0.3846153846153846,0.36975986975986974,0.3327838827838827,0.5584825234441603,1.0,0.4773742331288343,0.5
"taaable:American_herb","category:American_jazz","","-",-4.0,-4.0,18.0,-4.0,27.0,0.3076923076923077,0.3076923076923077,0.20512820512820518,0.12307692307692308,0.30174569208244173,1.0,0.33513513513513526,0.5
"taaable:American_herb","category:American_beverages","","-",-7.0,-7.0,19.0,-7.0,33.0,0.38888888888888884,0.27692307692307694,0.1645299145299145,0.0987179487179487,0.43018433179723503,1.0,0.4707592392144735,0.5909090909090908
"taaable:American_herb","category:American_literature","","-",-8.0,-8.0,19.0,-8.0,35.0,0.42105263157894735,0.3076923076923077,0.19163292847503366,0.11497975708502017,0.44889328984156573,1.0,0.4900840336134453,0.6086956521739131
"taaable:Muenster","category:Munster","","-",-1.0,-1.0,13.0,-1.0,16.0,0.125,0.1428571428571429,0.13690476190476186,0.10952380952380947,0.3971014492753624,1.0,0.3971014492753624,0.30000000000000004
"taaable:Orzo","category:Oryza","","-",-2.0,-2.0,5.0,-2.0,7.0,0.4,0.5,0.21666666666666667,0.17333333333333334,1.8,1.0,1.0,0.7777777777777778
"taaable:Orzo","category:Torso","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.4,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.9
"taaable:Orzo","dbpedia:Corno","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.4,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.9
"taaable:Muenster","category:Monsters","","-",-3.0,-3.0,10.0,-3.0,16.0,0.375,0.30000000000000004,0.2777777777777778,0.25,0.5041666666666667,1.0,0.5041666666666667,0.6153846153846154
"taaable:Muenster","category:Ulster","","-",-3.0,-3.0,8.0,-3.0,14.0,0.375,0.33333333333333337,0.24722222222222212,0.24722222222222212,0.6208791208791209,1.0,0.6208791208791209,0.6666666666666667
"taaable:Orzo","category:Porto","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.4,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.9
"taaable:Chive_flower","dbpedia:White_finger","","-",-5.0,-5.0,10.0,-5.0,24.0,0.41666666666666674,0.6166666666666667,0.2777777777777777,0.2777777777777777,1.326923076923077,1.0,1.0,0.7619047619047619
"taaable:Chive_flower","dbpedia:White_clover","","-",-4.0,-4.0,13.0,-4.0,26.0,0.33333333333333326,0.4833333333333333,0.24444444444444446,0.24444444444444446,2.0,1.0,1.0,0.7
"taaable:Chive_flower","dbpedia:White_fiver","","-",-5.0,-5.0,10.0,-5.0,23.0,0.41666666666666674,0.509090909090909,0.28535353535353536,0.28535353535353536,1.2998780983340106,1.0,1.0,0.6111111111111112
"taaable:Chive_flower","dbpedia:White_flies","","-",-5.0,-5.0,11.0,-5.0,21.0,0.41666666666666674,0.4545454545454546,0.26010101010101006,0.26010101010101006,1.0980337856549431,1.0,1.0,0.8095238095238095
"taaable:Chive_flower","dbpedia:White_Fisher","","-",-5.0,-5.0,10.0,-5.0,26.0,0.41666666666666674,0.6166666666666667,0.2777777777777777,0.2777777777777777,2.0,1.0,1.0,0.8181818181818181
"taaable:Chive_flower","dbpedia:White_liner","","-",-5.0,-5.0,10.0,-5.0,23.0,0.41666666666666674,0.509090909090909,0.26010101010101006,0.26010101010101006,2.0,1.0,1.0,0.8095238095238095
"taaable:Liquid_smoke","category:Liquids","","-",-5.0,-5.0,13.0,-5.0,19.0,0.41666666666666674,0.1428571428571429,0.13888888888888884,0.08333333333333326,0.3072595281306716,1.0,0.1333333333333333,0.6
"taaable:Comte","category:Climate","","-",-3.0,-3.0,5.0,-3.0,12.0,0.4285714285714286,0.6,0.20952380952380956,0.1885714285714286,1.9,1.0,1.0,0.7272727272727273
"taaable:Comte","category:Somme","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.52,0.2666666666666666,0.2666666666666666,2.0,1.0,1.0,0.8
"taaable:Comte","category:Home","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.5,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.7777777777777778
"taaable:Comte","dbpedia:Cornate","","-",-3.0,-3.0,5.0,-3.0,12.0,0.4285714285714286,0.6,0.20952380952380956,0.16761904761904767,1.8,1.0,1.0,0.6
"taaable:Comte","category:Rome","","-",-2.0,-2.0,5.0,-2.0,10.0,0.4,0.5,0.21666666666666667,0.21666666666666667,2.0,1.0,1.0,0.7777777777777778
"taaable:Wild_rice","dbpedia:Wild_Grinders","","-",-5.0,-5.0,13.0,-5.0,21.0,0.3846153846153846,0.4444444444444444,0.16524216524216528,0.09914529914529913,0.626338147833475,1.0,0.7171428571428571,0.6666666666666667
"taaable:Wild_rice","dbpedia:Wild_Nine","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.3555555555555555,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","category:Wildlife","","-",-3.0,-3.0,9.0,-3.0,17.0,0.33333333333333326,0.375,0.19444444444444453,0.1166666666666667,0.6225251076040172,1.0,0.5777777777777777,0.6428571428571428
"taaable:Wild_rice","dbpedia:Willard_Rice","","-",-3.0,-3.0,15.0,-3.0,23.0,0.25,0.19999999999999996,0.12037037037037035,0.08425925925925926,0.49230769230769234,1.0,0.1105263157894737,0.5625
"taaable:Wild_rice","dbpedia:Wild_quince","","-",-3.0,-3.0,13.0,-3.0,20.0,0.2727272727272727,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.5333333333333333
"taaable:Wild_rice","dbpedia:W!ild_Rice","","-",-1.0,-1.0,17.0,-1.0,21.0,0.09999999999999998,0.11111111111111116,0.033333333333333326,0.030000000000000027,0.32206937799043067,1.0,0.19699146834306236,0.5
"taaable:Wild_rice","dbpedia:White_Prince","","-",-5.0,-5.0,9.0,-5.0,21.0,0.41666666666666674,0.7777777777777778,0.30820105820105814,0.2773809523809523,1.9,1.0,1.0,0.7894736842105263
"taaable:Wild_rice","dbpedia:Wild_rue","","-",-2.0,-2.0,12.0,-2.0,17.0,0.2222222222222222,0.17500000000000004,0.11574074074074081,0.06944444444444453,0.2806372549019607,1.0,0.33043478260869574,0.41666666666666663
"taaable:Wild_rice","dbpedia:Wild_recon","","-",-3.0,-3.0,13.0,-3.0,17.0,0.30000000000000004,0.0888888888888889,0.14537037037037026,0.0872222222222222,0.3797827903091061,1.0,0.4406072106261859,0.6
"taaable:Wild_rice","dbpedia:Wild_Africa","","-",-3.0,-3.0,14.0,-3.0,20.0,0.2727272727272727,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.16087193460490468,1.0,0.18300220750551877,0.5333333333333333
"taaable:Wild_rice","dbpedia:Wild_Iris","","-",-3.0,-3.0,13.0,-3.0,18.0,0.33333333333333326,0.4444444444444444,0.1957671957671958,0.11746031746031749,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","dbpedia:Wild_Strikers","","-",-5.0,-5.0,13.0,-5.0,20.0,0.3846153846153846,0.4444444444444444,0.16524216524216528,0.09914529914529913,0.626338147833475,1.0,0.7171428571428571,0.6666666666666667
"taaable:Wild_rice","dbpedia:Wild_river","","-",-2.0,-2.0,15.0,-2.0,18.0,0.19999999999999996,0.1777777777777778,0.10370370370370363,0.06222222222222218,0.24312200956937802,1.0,0.2806372549019607,0.5
"taaable:Wild_rice","dbpedia:Wild_Fire","","-",-2.0,-2.0,12.0,-2.0,21.0,0.2222222222222222,0.3555555555555555,0.11574074074074081,0.06944444444444453,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","category:Willard_Price","","-",-4.0,-4.0,14.0,-4.0,24.0,0.3076923076923077,0.5555555555555556,0.13960113960113973,0.09772079772079778,0.377748739966399,1.0,0.2754450261780106,0.5
"taaable:Wild_rice","dbpedia:Wild_Liquorice","","-",-5.0,-5.0,13.0,-5.0,25.0,0.3571428571428572,0.2666666666666667,1.0,0.6,0.13043478260869557,1.0,0.1428571428571429,0.4375
"taaable:Wild_rice","dbpedia:Wild_lime","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.2222222222222222,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Comte","dbpedia:Corne","","-",-2.0,-2.0,4.0,-2.0,10.0,0.4,0.6,0.2666666666666666,0.21333333333333326,1.8,1.0,1.0,0.6666666666666667
"taaable:Wild_rice","dbpedia:Wild_Privet","","-",-3.0,-3.0,14.0,-3.0,19.0,0.2727272727272727,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.625
"taaable:Wild_rice","dbpedia:Wild_fire","","-",-2.0,-2.0,12.0,-2.0,21.0,0.2222222222222222,0.3555555555555555,0.11574074074074081,0.06944444444444453,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","dbpedia:Wild_Ride","","-",-1.0,-1.0,15.0,-1.0,21.0,0.11111111111111116,0.1777777777777778,0.07407407407407407,0.0444444444444444,0.492018779342723,1.0,0.23064516129032264,0.5714285714285714
"taaable:Wild_rice","dbpedia:Wild_Mike","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.3555555555555555,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Comte","category:Caste","","-",-2.0,-2.0,4.0,-2.0,10.0,0.4,0.4,0.2666666666666666,0.24,1.9,1.0,1.0,0.6666666666666667
"taaable:Wild_rice","dbpedia:Wild_rocket","","-",-3.0,-3.0,14.0,-3.0,19.0,0.2727272727272727,0.15555555555555556,0.12794612794612803,0.07676767676767682,0.417304964539007,1.0,0.4809523809523809,0.625
"taaable:Wild_rice","dbpedia:Wildrider","","-",-3.0,-3.0,12.0,-3.0,20.0,0.33333333333333326,0.4,0.14814814814814825,0.0888888888888889,0.6684539767649688,1.0,0.2806372549019607,0.6666666666666667
"taaable:Comte","category:Comtat","","-",-2.0,-2.0,8.0,-2.0,10.0,0.33333333333333326,0.07999999999999996,0.1777777777777777,0.10666666666666658,0.24838212634822798,1.0,0.24838212634822798,0.5555555555555556
"taaable:Comte","dbpedia:Corten","","-",-2.0,-2.0,7.0,-2.0,10.0,0.33333333333333326,0.31999999999999995,0.1777777777777777,0.14222222222222214,1.8,1.0,1.0,0.7
"taaable:Wild_rice","dbpedia:Wild_Force","","-",-3.0,-3.0,13.0,-3.0,20.0,0.30000000000000004,0.4444444444444444,0.10370370370370363,0.06222222222222218,0.5342105263157895,1.0,0.6225251076040172,0.5
"taaable:Wild_rice","dbpedia:Wild_rye","","-",-2.0,-2.0,12.0,-2.0,17.0,0.2222222222222222,0.25,0.11574074074074081,0.06944444444444453,0.2806372549019607,1.0,0.33043478260869574,0.41666666666666663
"taaable:Wild_rice","dbpedia:Wild_&_Wicked","","-",-5.0,-5.0,12.0,-5.0,23.0,0.3846153846153846,0.4444444444444444,0.16524216524216528,0.09914529914529913,0.626338147833475,1.0,0.6905056759545923,0.6470588235294117
"taaable:Wild_rice","dbpedia:Widlice","","-",-3.0,-3.0,9.0,-3.0,18.0,0.33333333333333326,0.34285714285714286,0.12169312169312174,0.09735449735449742,0.904040404040404,1.0,0.861679389312977,0.6153846153846154
"taaable:Wild_rice","dbpedia:Wild_Rice","","-",0.0,0.0,18.0,0.0,20.0,0.0,0.0,0.0,0.0,0.08471720818291217,0.0,0.0,0.33333333333333337
"taaable:Wild_rice","dbpedia:White_Rice","","-",-3.0,-3.0,11.0,-3.0,21.0,0.30000000000000004,0.4444444444444444,0.2693121693121693,0.24238095238095236,1.1019005847953216,1.0,0.7813486370157819,0.7647058823529411
"taaable:Wild_rice","dbpedia:Wild_Striker","","-",-4.0,-4.0,13.0,-4.0,20.0,0.33333333333333326,0.4444444444444444,0.14814814814814825,0.0888888888888889,0.6,1.0,0.6905056759545923,0.6470588235294117
"taaable:Wild_rice","dbpedia:Wild_privet","","-",-3.0,-3.0,14.0,-3.0,19.0,0.2727272727272727,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.625
"taaable:Wild_rice","dbpedia:Wild_America","","-",-4.0,-4.0,13.0,-4.0,21.0,0.33333333333333326,0.4444444444444444,0.15740740740740744,0.09444444444444444,0.19140083217753123,1.0,0.216374269005848,0.5625
"taaable:Wild_rice","dbpedia:White_rice","","-",-3.0,-3.0,11.0,-3.0,21.0,0.30000000000000004,0.4444444444444444,0.2693121693121693,0.24238095238095236,0.6763157894736842,1.0,0.7813486370157819,0.6
"taaable:Wild_rice","dbpedia:White_mice","","-",-4.0,-4.0,8.0,-4.0,21.0,0.4,0.6222222222222222,0.3555555555555556,0.32000000000000006,1.1019005847953216,1.0,1.0,0.7647058823529411
"taaable:Wild_rice","dbpedia:Wild_Justice","","-",-4.0,-4.0,12.0,-4.0,23.0,0.33333333333333326,0.4444444444444444,0.14814814814814825,0.0888888888888889,0.19140083217753123,1.0,0.216374269005848,0.4666666666666667
"taaable:Wild_rice","dbpedia:Wild_(river)","","-",-4.0,-4.0,14.0,-4.0,19.0,0.33333333333333326,0.4444444444444444,0.14814814814814825,0.0888888888888889,0.6,1.0,0.6905056759545923,0.6470588235294117
"taaable:Wild_rice","dbpedia:Wild_Garlic","","-",-4.0,-4.0,13.0,-4.0,21.0,0.36363636363636365,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.625
"taaable:Wild_rice","dbpedia:Wild_Edric","","-",-3.0,-3.0,14.0,-3.0,20.0,0.30000000000000004,0.4444444444444444,0.1074074074074075,0.06444444444444453,0.1257927427263812,1.0,0.1440502918724742,0.5
"taaable:Wild_rice","dbpedia:Wildrye","","-",-3.0,-3.0,9.0,-3.0,16.0,0.33333333333333326,0.4285714285714286,0.15873015873015872,0.09523809523809523,0.5650176678445229,1.0,0.33043478260869574,0.6153846153846154
"taaable:Wild_rice","dbpedia:Wild_River","","-",-2.0,-2.0,15.0,-2.0,18.0,0.19999999999999996,0.1777777777777778,0.10370370370370363,0.06222222222222218,0.5342105263157895,1.0,0.2806372549019607,0.6875
"taaable:Wild_rice","dbpedia:Wild_line","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.2222222222222222,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","dbpedia:White_Mice","","-",-4.0,-4.0,8.0,-4.0,21.0,0.4,0.6222222222222222,0.3555555555555556,0.32000000000000006,1.1019005847953216,1.0,1.0,0.7647058823529411
"taaable:Wild_rice","dbpedia:Wildfire","","-",-3.0,-3.0,9.0,-3.0,20.0,0.33333333333333326,0.5,0.16335978835978837,0.098015873015873,0.6225251076040172,1.0,0.5777777777777777,0.6428571428571428
"taaable:Wild_rice","dbpedia:Will_Price","","-",-2.0,-2.0,14.0,-2.0,21.0,0.19999999999999996,0.5555555555555556,0.10370370370370363,0.07259259259259254,0.2694377990430622,1.0,0.16169735069600355,0.5
"taaable:Wild_rice","dbpedia:Wild_garlic","","-",-4.0,-4.0,13.0,-4.0,21.0,0.36363636363636365,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.625
"taaable:Wild_rice","dbpedia:Wild_rivers","","-",-3.0,-3.0,15.0,-3.0,18.0,0.2727272727272727,0.1777777777777778,0.12794612794612803,0.07676767676767682,0.2807556675062973,1.0,0.3219512195121952,0.5333333333333333
"taaable:Wild_rice","dbpedia:Wild_rose","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.2222222222222222,0.14814814814814825,0.0888888888888889,0.33513513513513526,1.0,0.3916666666666666,0.46153846153846156
"taaable:Wild_rice","dbpedia:White_race","","-",-4.0,-4.0,8.0,-4.0,19.0,0.4,0.48888888888888893,0.3555555555555556,0.32000000000000006,1.9,1.0,1.0,0.7647058823529411
"taaable:Wild_rice","dbpedia:Wild_Quince","","-",-3.0,-3.0,13.0,-3.0,20.0,0.2727272727272727,0.4444444444444444,0.12794612794612803,0.07676767676767682,0.5696629213483146,1.0,0.6594202898550724,0.5333333333333333
"taaable:Wild_rice","dbpedia:Willard_Price","","-",-4.0,-4.0,14.0,-4.0,24.0,0.3076923076923077,0.5555555555555556,0.13960113960113973,0.09772079772079778,0.377748739966399,1.0,0.2754450261780106,0.5
"taaable:Wild_rice","dbpedia:Wild_Side","","-",-2.0,-2.0,12.0,-2.0,21.0,0.2222222222222222,0.3555555555555555,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","dbpedia:White_Race","","-",-4.0,-4.0,8.0,-4.0,19.0,0.4,0.48888888888888893,0.3555555555555556,0.32000000000000006,1.9,1.0,1.0,0.8333333333333334
"taaable:Wild_rice","dbpedia:Wild_Life","","-",-2.0,-2.0,12.0,-2.0,18.0,0.2222222222222222,0.2222222222222222,0.14814814814814825,0.0888888888888889,0.492018779342723,1.0,0.5777777777777777,0.5714285714285714
"taaable:Wild_rice","dbpedia:Wild_allspice","","-",-5.0,-5.0,11.0,-5.0,24.0,0.3846153846153846,0.4444444444444444,0.16524216524216528,0.09914529914529913,0.21834095882235915,1.0,0.24544502617801056,0.5
