# sub(1)+jw(1)+lev(1)-quadMean
0.00,25,2,9,0.93,0.74,0.82,0.58
0.01,25,2,9,0.93,0.74,0.82,0.58
0.02,25,2,9,0.93,0.74,0.82,0.58
0.03,25,2,9,0.93,0.74,0.82,0.58
0.04,25,2,9,0.93,0.74,0.82,0.58
0.05,25,2,9,0.93,0.74,0.82,0.58
0.06,26,2,8,0.93,0.76,0.84,0.60
0.07,26,3,8,0.90,0.76,0.83,0.60
0.08,26,4,8,0.87,0.76,0.81,0.59
0.09,27,5,7,0.84,0.79,0.82,0.60
0.10,27,5,7,0.84,0.79,0.82,0.60
0.11,28,12,6,0.70,0.82,0.76,0.59
0.12,28,12,6,0.70,0.82,0.76,0.59
0.13,28,17,6,0.62,0.82,0.71,0.57
0.14,28,19,6,0.60,0.82,0.69,0.56
0.15,28,19,6,0.60,0.82,0.69,0.56
0.16,28,29,6,0.49,0.82,0.62,0.53
0.17,29,36,5,0.45,0.85,0.59,0.52
0.18,29,49,5,0.37,0.85,0.52,0.48
0.19,29,54,5,0.35,0.85,0.50,0.47
0.20,29,59,5,0.33,0.85,0.48,0.46
0.21,29,89,5,0.25,0.85,0.38,0.40
0.22,29,97,5,0.23,0.85,0.36,0.38
0.23,29,107,5,0.21,0.85,0.34,0.37
0.24,29,131,5,0.18,0.85,0.30,0.33
0.25,29,164,5,0.15,0.85,0.26,0.29
0.26,31,183,3,0.14,0.91,0.25,0.29
0.27,32,201,2,0.14,0.94,0.24,0.29
0.28,32,249,2,0.11,0.94,0.20,0.25
0.29,32,281,2,0.10,0.94,0.18,0.23
0.30,32,300,2,0.10,0.94,0.17,0.22
0.31,32,358,2,0.08,0.94,0.15,0.20
0.32,32,418,2,0.07,0.94,0.13,0.17
0.33,32,462,2,0.06,0.94,0.12,0.16
0.34,32,495,2,0.06,0.94,0.11,0.15
0.35,32,525,2,0.06,0.94,0.11,0.15
0.36,32,550,2,0.05,0.94,0.10,0.14
0.37,32,560,2,0.05,0.94,0.10,0.14
0.38,32,587,2,0.05,0.94,0.10,0.13
0.39,32,635,2,0.05,0.94,0.09,0.12
0.40,32,646,2,0.05,0.94,0.09,0.12
0.41,32,671,2,0.05,0.94,0.09,0.12
0.42,32,684,2,0.04,0.94,0.09,0.12
0.43,32,691,2,0.04,0.94,0.08,0.12
0.44,32,711,2,0.04,0.94,0.08,0.11
0.45,32,724,2,0.04,0.94,0.08,0.11
0.46,32,726,2,0.04,0.94,0.08,0.11
0.47,32,728,2,0.04,0.94,0.08,0.11
0.48,32,730,2,0.04,0.94,0.08,0.11
0.49,32,735,2,0.04,0.94,0.08,0.11
0.50,32,742,2,0.04,0.94,0.08,0.11
0.51,32,744,2,0.04,0.94,0.08,0.11
0.52,32,748,2,0.04,0.94,0.08,0.11
0.53,32,749,2,0.04,0.94,0.08,0.11
0.54,32,752,2,0.04,0.94,0.08,0.11
0.55,32,753,2,0.04,0.94,0.08,0.11
0.56,32,754,2,0.04,0.94,0.08,0.11
0.57,32,755,2,0.04,0.94,0.08,0.11
0.58,32,756,2,0.04,0.94,0.08,0.11
0.59,32,758,2,0.04,0.94,0.08,0.11
0.60,32,764,2,0.04,0.94,0.08,0.11
0.61,32,774,2,0.04,0.94,0.08,0.11
0.62,32,774,2,0.04,0.94,0.08,0.11
0.63,32,777,2,0.04,0.94,0.08,0.11
0.64,32,777,2,0.04,0.94,0.08,0.11
0.65,32,786,2,0.04,0.94,0.08,0.10
0.66,32,786,2,0.04,0.94,0.08,0.10
0.67,32,786,2,0.04,0.94,0.08,0.10
0.68,32,786,2,0.04,0.94,0.08,0.10
0.69,32,786,2,0.04,0.94,0.08,0.10
